You searched for,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
>otu6145,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,sulcata,,78.54,Published,GBMND85044-21
,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Plectris,martinicensis,,78.35,Private,
,Arthropoda,Insecta,Thysanoptera,,,,,77.99,Private,
,Arthropoda,Insecta,Coleoptera,,,,,77.66,Private,
,Arthropoda,Insecta,Diptera,,,,,77.35,Private,
,Arthropoda,Insecta,Hymenoptera,,,,,77.02,Published,GBIOC1478-21
,Arthropoda,Insecta,Hymenoptera,,,,,77.02,Private,
,Arthropoda,Insecta,Coleoptera,Curculionidae,,,,76.7,Private,
,Arthropoda,Insecta,Hymenoptera,,,,,76.38,Private,
,Cnidaria,Scyphozoa,Rhizostomeae,Stomolophidae,Stomolophus,sp. 3 LGD-2017,,75.79,Published,GBCI9877-19
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Vertebrata,byssoides,,75.4,Published,ABMMC21818-16
,Cnidaria,Scyphozoa,Rhizostomeae,Stomolophidae,Stomolophus,sp. 3 LGD-2017,,75.4,Published,GBCI9862-19
,Cnidaria,Scyphozoa,Rhizostomeae,Stomolophidae,Stomolophus,sp. 3 LGD-2017,,75.4,Published,GBCI9893-19
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,75.21,Published,JRPAA3141-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,75.21,Published,JRPAA3139-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,75.21,Published,JRPAA3138-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,75.21,Published,JRPAA3137-15
,Ochrophyta,Raphidophyceae,,,Chattonella,minima,,75.21,Published,JRPAA3133-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,75.21,Published,JRPAA3132-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,75.21,Published,JRPAA3129-15
>otu6157,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,80.16,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,77.44,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,76.92,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,76.41,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,76.41,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,75.9,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,73.41,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,72.31,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,71.79,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,71.79,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,71.54,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,71.28,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,71.14,Published,GBBAC2053-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,71.03,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Croceibacter,atlanticus,,70.77,Published,GBBAC2047-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,70.77,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,enshiense,,70.77,Published,GBBAC1937-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,70.73,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,70.63,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,70.24,Private,
>otu6158,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,64.1,Published,GBMND15097-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15176-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15175-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15173-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15171-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15136-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15128-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15119-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15108-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15098-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15091-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15084-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15062-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15051-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,63.25,Published,GBMND15199-21
,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter,xiamenensis,,62.83,Published,GBBAC1967-15
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,62.39,Published,GBMND15194-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,62.39,Published,GBMND15193-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,62.39,Published,GBMND15187-21
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,japonicus,,62.39,Published,GBMND15186-21
>otu616,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,76.56,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,74.54,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,73.61,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,73.61,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,72.69,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,72.69,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,72.16,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,69.96,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,69.91,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,69.91,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,69.44,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,69.23,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,68.98,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,68.5,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Croceibacter,atlanticus,,67.59,Published,GBBAC2047-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,aquatile,,67.59,Published,GBBAC1941-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Maribacter,sp.,,66.67,Published,GBBAC2049-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Dokdonia,sp.,,66.67,Published,GBBAC2037-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,66.67,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,,66.67,Published,GBBAC1997-15
>otu6162,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
>otu6164,Arthropoda,Arachnida,Opiliones,Ischyropsalidae,Ischyropsalis,pyrenaea,pyrenaea,89.32,Private,
,Arthropoda,Arachnida,Opiliones,Ischyropsalidae,Ischyropsalis,carli,,88.96,Published,GBCH11400-13
,Arthropoda,Arachnida,Opiliones,Ischyropsalidae,Ischyropsalis,pyrenaea,,88.37,Published,GBCH7788-13
,Arthropoda,Arachnida,Opiliones,Ischyropsalidae,Ischyropsalis,kollari,,88.35,Published,SMNSA209-16
,Arthropoda,Arachnida,Opiliones,Ischyropsalidae,Ischyropsalis,hellwigi,,88.15,Private,
,Arthropoda,Arachnida,Opiliones,Ischyropsalidae,Ischyropsalis,hellwigi,,87.12,Early-Release,
,Arthropoda,Arachnida,Opiliones,Ischyropsalidae,Ischyropsalis,hellwigii,hellwigii,87.01,Private,
,Arthropoda,Arachnida,Opiliones,Ischyropsalidae,Ischyropsalis,hellwigi,,86.3,Early-Release,
,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,,84.96,Published,GMHKX180-15
,Annelida,Polychaeta,Phyllodocida,Pilargidae,Hermundura,fauveli,,84.5,Private,
,Onychophora,Onychophorida,Euonychophora,Peripatopsidae,Ooperipatus,nebulosus,,84.47,Published,GBSP2551-10
,Onychophora,Onychophorida,Euonychophora,Peripatopsidae,Ooperipatus,nebulosus,,84.47,Published,GBSP2552-10
,Arthropoda,Insecta,Diptera,,,,,84.47,Private,
,Arthropoda,Insecta,Diptera,,,,,84.47,Private,
,Arthropoda,Insecta,Diptera,,,,,84.47,Private,
,Arthropoda,Insecta,Diptera,Psychodidae,,,,84.18,Private,
,Arthropoda,Insecta,Diptera,,,,,84.14,Private,
,Arthropoda,Insecta,Diptera,,,,,84.14,Private,
,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Colossendeis,tenera,,84.07,Published,GBA10757-13
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,rectilineata,curvifera,84.02,Private,
>otu6166,Arthropoda,Insecta,Coleoptera,,,,,79.38,Private,
,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,sulcata,,78.54,Published,GBMND85044-21
,Arthropoda,Insecta,Diptera,,,,,77.67,Private,
,Arthropoda,Insecta,Hymenoptera,,,,,77.35,Private,
,Arthropoda,Insecta,,,,,,77.02,Private,
,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Plectris,martinicensis,,76.98,Private,
,Arthropoda,Insecta,Coleoptera,Curculionidae,,,,76.7,Private,
,Arthropoda,Insecta,Coleoptera,,,,,76.7,Private,
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,76.07,Published,JRPAA3139-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,76.07,Published,JRPAA3138-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,76.07,Published,JRPAA3137-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,76.07,Published,JRPAA3135-15
,Ochrophyta,Raphidophyceae,,,Chattonella,minima,,76.07,Published,JRPAA3133-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,76.07,Published,JRPAA3129-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,76.07,Published,JRPAA3128-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,76.07,Published,JRPAA3127-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,76.07,Published,JRPAA3124-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,76.07,Published,JRPAA3123-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,76.07,Published,JRPAA3122-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,76.07,Published,JRPAA3121-15
>otu6167,Arthropoda,Insecta,Lepidoptera,Geometridae,Desmoclystia,prodicia,,81.44,Published,PNGTY065-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,absorbta,79.9,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,woodlarkensis,79.9,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,,79.9,Published,PNGTY117-12
,Arthropoda,Insecta,Diptera,Tachinidae,Cyrtophloeba,nitida,,79.62,Private,
,Porifera,Demospongiae,Axinellida,Raspailiidae,,,,79.55,Published,GBMNC37488-20
,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,,,79.52,Published,GBMLG16637-13
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,rectilineata,curvifera,79.38,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,fulgurata,,79.38,Published,PNGTY034-12
,Porifera,Demospongiae,Axinellida,Raspailiidae,,,,79.29,Published,GBMNC37334-20
,Porifera,Demospongiae,Axinellida,Raspailiidae,,,,79.29,Published,GBMNC37490-20
,Porifera,Demospongiae,Axinellida,Raspailiidae,,,,79.29,Published,GBMNC37489-20
,Arthropoda,Insecta,Lepidoptera,Geometridae,Medasina,contaminata,,79.28,Private,
,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,nervosa,,78.96,Early-Release,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,semiradiata,,78.87,Published,PNGTY020-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,biflexa,,78.87,Published,PNGTY098-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Comostola,leucomerata,flavifimbria,78.87,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Hemithea,sequestrata,,78.87,Published,PNGTY336-12
,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,sp. 1 PRT-2020,,78.83,Published,GBMNC37453-20
,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,sp. 1 PRT-2020,,78.76,Published,GBMNC37452-20
>otu6173,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,cf. promare,,80.26,Published,TFDC023-09
,Arthropoda,Insecta,Lepidoptera,Geometridae,Euphyia,altivagans,,80,Private,
,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,sp.,,79.94,Published,TFDC036-09
,Chlorophyta,,,,Rossia,sp.,,79.93,Published,JRPAA3720-15
,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,thurberiella,,79.75,Private,
,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,sp.,,79.61,Published,JRPAA8447-15
,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,sp.,,79.61,Published,JRPAA8445-15
,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,,,79.29,Published,CNIDC427-16
,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,,,79.29,Published,CNIDC426-16
,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,,,79.21,Published,PGIB010-18
,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,viridiformis,,79.21,Published,PGIB024-18
,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,palea,,79.17,Published,JRPAA7717-15
,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,neomajor,,78.88,Published,PINN160-14
,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,palea,,78.76,Published,DIOL028-20
,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,palea,,78.75,Published,JRPAA7704-15
,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,palea,,78.75,Published,JRPAA7699-15
,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,frustulum,,78.64,Published,TFDC010-09
,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,,,78.64,Published,PINN105-14
,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,,,78.64,Published,PINN120-14
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,exempta,,78.5,Private,
>otu62,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,78.75,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,76.85,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,75.93,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,75,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,74.07,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,72.69,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,72.55,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,69.44,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,aquatile,,69.44,Published,GBBAC1941-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,69.23,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,69.23,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,68.98,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,68.98,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,68.52,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,68.13,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,67.78,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,ruestringensis,,67.77,Published,GBBAC284-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Maribacter,sp.,,67.59,Published,GBBAC2049-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Dokdonia,sp.,,67.12,Published,GBBAC2037-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,67.04,Published,GBBAC2033-15
>otu6202,Rotifera,Bdelloidea,Philodinida,Habrotrochidae,,,,92.99,Published,GBSP5162-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,latior,,92.74,Published,GBSP5192-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.65,Published,GBSP5393-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.38,Published,GBSP5389-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.38,Published,GBSP5390-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.27,Published,GBSP5391-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.27,Published,GBSP5392-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,latior,,92.19,Published,GBSP5222-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.19,Published,GBSP5394-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.15,Published,GBSP5395-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,latior,,92.06,Published,GBSP5194-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.02,Published,GBSP5387-13
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Macrotrachela,ehrenbergi,,92.02,Published,GBSP5388-13
,Rotifera,Bdelloidea,,,,,,91.78,Private,
,Rotifera,Bdelloidea,Bdelloidea_order_incertae_sedis,Philodinidae,Philodina,rugosa,,91.58,Published,GBSP8543-13
,Rotifera,Bdelloidea,Philodinida,Habrotrochidae,Habrotrocha,ligula,,91.5,Published,GBMAA1589-15
,Rotifera,Bdelloidea,,,,,,91.48,Private,
,Rotifera,Bdelloidea,,,,,,91.48,Private,
,Rotifera,Bdelloidea,,,,,,91.48,Private,
,Rotifera,Bdelloidea,,,,,,91.48,Private,
>otu6210,Eukarya_unassigned,Heterolobosea,Schizopyrenida,,Stachyamoeba,lipophora,,99.35,Published,JRPAA9883-15
,Eukarya_unassigned,Heterolobosea,Schizopyrenida,,Stachyamoeba,lipophora,,99.35,Published,JRPAA8773-15
,Arthropoda,Insecta,Lepidoptera,Geometridae,Desmoclystia,prodicia,,72.16,Published,PNGTY065-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Euphyia,altivagans,,71.61,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Borbacha,carneata,,71.03,Private,
,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Goniodoma,millierella,,70.62,Private,
,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Goniodoma,millierella,,70.62,Private,
,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Charaxes,antamboulou,,70.41,Published,GBLN2425-09
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,fulgurata,,70.1,Published,PNGTY034-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Desmoclystia,rubecula,,70.1,Published,PNGTY083-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,biflexa,,70.1,Published,PNGTY098-12
,Arthropoda,Insecta,Coleoptera,Curculionidae,Ceutorhynchus,querceti,,70.09,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Digonis,cervinaria,,70.09,Private,
,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pseudodebis,zimri,,69.86,Published,GBMNC57255-20
,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Prophyllocnistis,epidrimys,,69.63,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Ardonis,dentifera,,69.59,Published,PNGTY108-12
,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Parectopa,robiniella,,69.48,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Hypochrosis,viridiflava,,69.38,Published,GWOTY064-10
,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,69.38,Published,AGAKS285-17
,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Prophyllocnistis,epidrimys,,69.19,Private,
>otu6225,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,79.49,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,77.78,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,76.85,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,75.93,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,75,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,73.15,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,71.3,Published,GBBAC1903-15
